Bruteforce ms;Recursive ms;Percentage
133;50;3,85305305305305
131;55;3,76976976976977
131;54;3,75815815815816
132;54;3,74654654654655
134;53;3,64284284284284
131;53;3,83643643643644
131;52;3,65385385385385
131;50;3,60780780780781
263;89;3,7039039039039
156;53;3,45385385385385
131;53;3,53093093093093
134;50;3,49309309309309
130;48;3,46126126126126
130;48;3,4976976976977
132;50;3,36436436436436
129;44;3,27167167167167
139;45;3,50990990990991
130;47;3,30930930930931
130;48;3,38138138138138
132;50;3,22422422422422
130;48;3,30770770770771
130;44;3,27807807807808
297;47;3,24084084084084
129;52;3,17937937937938
164;115;3,25545545545546
301;72;3,17477477477477
160;57;3,17797797797798
130;48;3,19219219219219
130;46;3,11631631631632
129;47;3,15475475475475
135;46;3,1983983983984
130;43;2,98418418418418
129;48;3,06426426426426
132;44;3,02542542542543
129;46;2,93913913913914
130;46;3,07247247247247
225;44;2,97977977977978
131;44;2,93073073073073
137;44;3,0008008008008
130;43;3,08068068068068
131;43;2,87607607607608
130;45;2,94094094094094
137;45;2,91731731731732
209;45;2,86966966966967
131;46;2,83963963963964
129;42;2,72812812812813
130;42;2,78798798798799
130;46;2,84144144144144
129;43;2,77477477477477
132;40;2,78118118118118
130;45;2,65265265265265
131;38;2,68888888888889
130;49;2,68888888888889
211;41;2,72052052052052
131;41;2,59439439439439
137;40;2,66906906906907
130;43;2,68908908908909
132;40;2,60940940940941
129;39;2,55335335335335
131;46;2,67747747747748
132;40;2,58418418418418
129;46;2,5025025025025
130;39;2,45885885885886
140;41;2,5043043043043
131;40;2,63983983983984
129;42;2,50810810810811
134;38;2,55615615615616
131;40;2,45425425425425
130;42;2,49249249249249
131;38;2,4012012012012
131;40;2,45065065065065
133;39;2,44744744744745
132;44;2,36616616616617
131;39;2,37737737737738
129;39;2,32332332332332
204;73;2,36556556556557
325;87;2,4002002002002
146;37;2,32992992992993
129;38;2,32752752752753
129;51;2,38358358358358
130;36;2,27107107107107
129;45;2,24484484484484
130;34;2,22482482482482
129;36;2,26026026026026
130;50;2,18878878878879
130;39;2,26666666666667
136;65;2,2026026026026
182;36;2,18678678678679
129;38;2,2016016016016
129;34;2,1987987987988
131;38;2,19319319319319
131;36;2,14394394394394
206;42;2,12932932932933
131;35;2,05485485485485
130;36;2,0960960960961
130;36;2,12732732732733
131;36;2,04604604604605
170;51;2,05785785785786
180;35;1,9981981981982
129;33;2,00860860860861
130;42;2,08088088088088
131;39;1,9981981981982
131;36;1,95575575575576
130;37;2,07527527527528
131;40;1,97317317317317
131;34;1,93453453453453
130;34;1,8984984984985
130;39;1,92212212212212
131;33;1,91411411411411
130;35;1,94894894894895
189;58;1,91571571571572
187;34;1,9009009009009
130;37;1,92252252252252
237;87;1,8972972972973
323;85;1,85865865865866
198;37;1,93113113113113
130;34;1,84864864864865
129;34;1,82442442442442
143;37;1,87667667667668
131;37;1,78098098098098
129;34;1,86726726726727
131;33;1,82662662662663
237;43;1,86686686686687
264;50;1,7995995995996
160;46;1,86606606606607
130;37;1,76416416416416
129;32;1,75575575575576
129;31;1,74334334334334
131;32;1,77817817817818
129;40;1,74354354354354
130;30;1,71391391391391
129;37;1,74674674674675
129;33;1,74774774774775
131;29;1,71671671671672
130;34;1,69029029029029
210;32;1,67527527527528
131;31;1,67747747747748
157;30;1,65605605605606
250;34;1,61081081081081
131;30;1,63423423423423
130;30;1,71151151151151
130;32;1,62902902902903
129;35;1,61661661661662
129;30;1,59139139139139
131;61;1,6012012012012
314;36;1,61261261261261
129;33;1,56856856856857
130;30;1,60800800800801
129;36;1,58378378378378
130;29;1,57857857857858
131;33;1,58978978978979
129;32;1,57297297297297
129;33;1,56536536536537
131;33;1,54254254254254
128;31;1,50650650650651
129;32;1,51591591591592
318;75;1,51311311311311
270;31;1,49489489489489
129;34;1,46406406406406
129;30;1,5047047047047
131;33;1,46046046046046
130;33;1,46686686686687
129;31;1,47247247247247
129;30;1,46286286286286
129;28;1,44844844844845
132;33;1,46666666666667
130;28;1,44744744744745
131;31;1,45585585585586
129;29;1,39139139139139
128;31;1,43983983983984
130;30;1,35275275275275
129;31;1,41281281281281
130;29;1,35395395395395
128;31;1,40860860860861
129;27;1,33173173173173
129;30;1,32872872872873
129;27;1,35455455455455
130;31;1,33573573573574
129;32;1,36476476476476
132;28;1,34494494494494
129;28;1,30950950950951
130;30;1,31151151151151
128;27;1,3031031031031
129;33;1,36436436436436
129;27;1,3003003003003
129;31;1,34794794794795
129;27;1,26926926926927
129;29;1,28988988988989
316;70;1,27687687687688
205;28;1,28848848848849
129;29;1,26406406406406
129;29;1,27407407407407
130;29;1,26566566566567
129;29;1,24684684684685
129;31;1,26686686686687
140;29;1,22662662662663
175;29;1,21881881881882
129;29;1,22362362362362
130;27;1,21421421421421
130;29;1,24564564564565
129;26;1,18438438438438
130;30;1,2002002002002
129;27;1,20840840840841
129;29;1,23603603603604
129;28;1,23523523523524
131;25;1,15655655655656
134;28;1,19499499499499
307;32;1,23143143143143
131;26;1,18778778778779
128;26;1,17357357357357
299;47;1,19479479479479
257;33;1,1977977977978
139;28;1,15815815815816
129;27;1,14734734734735
128;26;1,16076076076076
242;28;1,17157157157157
130;28;1,11931931931932
129;27;1,11591591591592
131;25;1,11711711711712
246;39;1,13473473473473
155;29;1,11811811811812
129;25;1,08668668668669
130;26;1,09269269269269
137;26;1,1009009009009
129;25;1,10650650650651
129;25;1,11771771771772
129;26;1,09409409409409
129;30;1,07907907907908
134;26;1,07587587587588
130;24;1,06006006006006
313;64;1,07187187187187
314;67;1,06526526526527
315;57;1,03623623623624
157;25;1,05605605605606
130;28;1,07967967967968
129;26;1,06846846846847
130;25;1,05005005005005
287;62;1,04544544544545
314;39;1,02402402402402
129;25;0,988588588588589
130;25;1,01581581581582
130;24;1,04044044044044
128;23;0,984384384384384
129;26;1,01681681681682
130;25;1,0024024024024
131;26;0,968568568568569
129;25;0,974974974974975
131;26;1,0044044044044
129;26;0,954754754754755
157;25;0,974574574574575
129;26;1,004004004004
129;25;0,973373373373373
139;26;0,954354354354354
130;26;0,942542542542543
248;32;0,93993993993994
139;24;0,947547547547548
129;26;0,974974974974975
174;24;0,962162162162162
130;25;0,935535535535536
131;24;0,93053053053053
129;23;0,917117117117117
129;27;0,908508508508509
129;24;0,915715715715716
130;24;0,895695695695696
128;22;0,877877877877878
130;26;0,937537537537538
129;23;0,907507507507508
129;25;0,928928928928929
129;24;0,905305305305305
131;24;0,921521521521522
129;24;0,901901901901902
133;23;0,888688688688689
209;26;0,88968968968969
129;23;0,891691691691692
252;33;0,877477477477478
129;23;0,892692692692693
204;49;0,858458458458458
265;48;0,886286286286286
258;25;0,867667667667668
129;24;0,873473473473473
154;29;0,874674674674675
128;24;0,876676676676677
128;24;0,857657657657658
130;23;0,852452452452452
131;21;0,796796796796797
135;23;0,859059059059059
132;22;0,824424424424424
128;24;0,846446446446446
128;21;0,809209209209209
130;26;0,838638638638639
129;22;0,857257257257257
129;21;0,797197197197197
129;24;0,813213213213213
131;22;0,815015015015015
258;35;0,814014014014014
163;22;0,819219219219219
129;23;0,803003003003003
129;21;0,790790790790791
206;29;0,795795795795796
149;23;0,824024024024024
129;23;0,78958958958959
129;21;0,76996996996997
131;23;0,770570570570571
129;22;0,784984984984985
130;21;0,767767767767768
129;22;0,764964964964965
128;24;0,787787787787788
134;25;0,78958958958959
129;24;0,775575575575576
129;22;0,788188188188188
129;20;0,747347347347347
129;22;0,75975975975976
131;21;0,75975975975976
128;24;0,764164164164164
130;22;0,747147147147147
129;23;0,755555555555556
130;21;0,736736736736737
130;20;0,744744744744745
130;23;0,736736736736737
130;21;0,754754754754755
128;24;0,73973973973974
130;21;0,742542542542543
130;22;0,726926926926927
131;20;0,722522522522522
132;21;0,702502502502502
129;21;0,718118118118118
129;21;0,724724724724725
130;22;0,704704704704705
129;21;0,692092092092092
129;24;0,683083083083083
132;20;0,732732732732733
129;23;0,713513513513514
129;21;0,714714714714715
130;20;0,705905905905906
129;23;0,698698698698699
129;20;0,674074074074074
152;26;0,69049049049049
141;20;0,686086086086086
128;20;0,668468468468468
284;45;0,702102102102102
154;22;0,664464464464464
129;19;0,670870870870871
131;23;0,676676676676677
129;19;0,657057057057057
128;23;0,661861861861862
129;20;0,661861861861862
128;21;0,673273273273273
135;22;0,699099099099099
129;22;0,670870870870871
129;19;0,672472472472472
131;22;0,635835835835836
225;50;0,666466466466466
188;20;0,644244244244244
131;30;0,628428428428428
272;20;0,605605605605606
129;20;0,665065065065065
128;20;0,648448448448448
129;21;0,61981981981982
130;20;0,651251251251251
130;23;0,640640640640641
129;19;0,658258258258258
129;23;0,661261261261261
134;19;0,634834834834835
128;21;0,612012012012012
156;21;0,638838838838839
128;20;0,61981981981982
130;18;0,603803803803804
132;22;0,63983983983984
130;20;0,604804804804805
130;21;0,634434434434434
191;19;0,618818818818819
224;32;0,631431431431431
132;18;0,604404404404404
142;25;0,614814814814815
149;29;0,606806806806807
149;23;0,599399399399399
135;19;0,593593593593594
143;30;0,582182182182182
149;22;0,584184184184184
137;21;0,609009009009009
135;20;0,58978978978979
128;18;0,582582582582583
129;21;0,590990990990991
130;19;0,573573573573574
130;19;0,558558558558559
130;20;0,596196196196196
129;19;0,601001001001001
129;19;0,596796796796797
152;48;0,589189189189189
212;25;0,548148148148148
129;20;0,568768768768769
129;19;0,587787787787788
129;20;0,582782782782783
242;19;0,562562562562563
130;19;0,573373373373373
129;19;0,571371371371371
129;18;0,551951951951952
276;24;0,564564564564565
129;18;0,549349349349349
128;19;0,53953953953954
129;18;0,54014014014014
131;19;0,538138138138138
134;19;0,553553553553554
130;17;0,544744744744745
205;19;0,52032032032032
129;18;0,538738738738739
129;19;0,544544544544545
129;18;0,507107107107107
233;19;0,53013013013013
129;20;0,535135135135135
129;18;0,544544544544545
129;20;0,537537537537538
130;18;0,503103103103103
193;19;0,504304304304304
146;25;0,530530530530531
129;18;0,53033033033033
128;18;0,511511511511512
129;21;0,522722722722723
172;16;0,526926926926927
130;18;0,513913913913914
129;17;0,525725725725726
130;19;0,494294294294294
128;18;0,523323323323323
129;18;0,505705705705706
130;19;0,488488488488488
207;18;0,497897897897898
129;17;0,495695695695696
173;19;0,498298298298298
128;19;0,500500500500501
129;17;0,49049049049049
130;18;0,484084084084084
129;18;0,511311311311311
129;19;0,482082082082082
128;18;0,47967967967968
131;18;0,476076076076076
130;18;0,472472472472472
132;18;0,472672672672673
130;18;0,482482482482482
129;18;0,491491491491492
208;18;0,479279279279279
130;20;0,499099099099099
129;17;0,465865865865866
129;17;0,466066066066066
129;18;0,489089089089089
129;18;0,462862862862863
131;18;0,455455455455455
129;17;0,473473473473473
129;19;0,464064064064064
129;17;0,463263263263263
128;19;0,46966966966967
130;17;0,462662662662663
131;19;0,453253253253253
129;17;0,442042042042042
129;18;0,454254254254254
129;18;0,44004004004004
132;19;0,446046046046046
128;18;0,477077077077077
129;18;0,437237237237237
131;17;0,44964964964965
129;19;0,452652652652653
130;18;0,446046046046046
129;17;0,442442442442442
149;24;0,452652652652653
149;16;0,442042042042042
152;18;0,448448448448448
131;18;0,427427427427427
129;19;0,429429429429429
128;16;0,434034034034034
129;18;0,431831831831832
129;17;0,426226226226226
130;18;0,42962962962963
148;16;0,422622622622623
130;17;0,422222222222222
170;17;0,420820820820821
173;19;0,437237237237237
129;16;0,42962962962963
129;17;0,416816816816817
129;19;0,429429429429429
134;17;0,426426426426426
130;18;0,407807807807808
129;17;0,404004004004004
128;17;0,416616616616617
129;17;0,416216216216216
233;30;0,414414414414414
151;17;0,405005005005005
129;18;0,419419419419419
129;16;0,422422422422422
129;17;0,403403403403403
128;16;0,4004004004004
130;16;0,414214214214214
130;18;0,407607607607608
226;16;0,41001001001001
130;17;0,40980980980981
130;18;0,432432432432432
131;16;0,392992992992993
128;18;0,421021021021021
132;16;0,402202202202202
128;18;0,396796796796797
130;16;0,391191191191191
129;16;0,378178178178178
128;18;0,392992992992993
129;16;0,408608608608609
128;16;0,386586586586587
130;18;0,388788788788789
201;16;0,4004004004004
128;17;0,374374374374374
129;17;0,363963963963964
128;16;0,389189189189189
130;16;0,38978978978979
137;17;0,377577577577578
128;17;0,392592592592593
133;16;0,386386386386386
128;16;0,370770770770771
130;18;0,379379379379379
129;16;0,390590590590591
129;16;0,377377377377377
129;16;0,376576576576577
129;16;0,366566566566567
129;15;0,372772772772773
129;21;0,382582582582583
129;15;0,374774774774775
286;40;0,372372372372372
248;16;0,361161161161161
253;16;0,364964964964965
129;16;0,364964964964965
129;18;0,357557557557558
130;16;0,393193193193193
130;16;0,365765765765766
129;17;0,361761761761762
130;16;0,379379379379379
129;17;0,367967967967968
130;17;0,350750750750751
130;16;0,364364364364364
214;16;0,372572572572573
128;17;0,355355355355355
131;16;0,344344344344344
129;16;0,35975975975976
129;17;0,361761761761762
204;16;0,35975975975976
130;16;0,36036036036036
131;17;0,355555555555556
129;15;0,356756756756757
129;16;0,332132132132132
129;17;0,35015015015015
129;16;0,350550550550551
130;17;0,354754754754755
132;15;0,354954954954955
129;16;0,326926926926927
128;16;0,346346346346346
128;18;0,331331331331331
129;15;0,325725725725726
128;16;0,351351351351351
130;14;0,31951951951952
131;16;0,334334334334334
131;15;0,321321321321321
129;17;0,32032032032032
128;17;0,336736736736737
141;16;0,342542542542543
134;16;0,321521521521522
131;16;0,331331331331331
130;16;0,327127127127127
128;15;0,320920920920921
133;17;0,321521521521522
132;15;0,315915915915916
130;16;0,321921921921922
134;16;0,326326326326326
139;16;0,317517517517518
131;16;0,2998998998999
130;16;0,325725725725726
129;15;0,33013013013013
129;16;0,324724724724725
130;16;0,308708708708709
135;16;0,328928928928929
129;17;0,316516516516517
136;17;0,325325325325325
137;18;0,311311311311311
132;17;0,288888888888889
130;16;0,313913913913914
131;16;0,317317317317317
129;16;0,305905905905906
158;17;0,315115115115115
157;16;0,311711711711712
172;20;0,301301301301301
140;15;0,32032032032032
130;15;0,311711711711712
130;17;0,307507507507507
128;16;0,31031031031031
129;16;0,314714714714715
130;16;0,297697697697698
129;15;0,3005005005005
129;16;0,299299299299299
129;15;0,301101101101101
129;15;0,306906906906907
132;16;0,31011011011011
128;15;0,292692692692693
129;16;0,288488488488489
129;15;0,308908908908909
129;15;0,292292292292292
129;14;0,292092092092092
135;19;0,289089089089089
188;16;0,307707707707708
310;36;0,27047047047047
250;14;0,298098098098098
130;16;0,298898898898899
130;15;0,283083083083083
148;14;0,287087087087087
129;16;0,297497497497497
129;15;0,294494494494494
133;15;0,286486486486487
128;17;0,284684684684685
130;15;0,286486486486487
129;15;0,267667667667668
129;15;0,281081081081081
130;15;0,287087087087087
128;15;0,276276276276276
244;38;0,293093093093093
227;15;0,288688688688689
129;15;0,279479479479479
129;16;0,270670670670671
129;15;0,288088088088088
129;15;0,28048048048048
141;15;0,275475475475475
130;15;0,267867867867868
128;15;0,277077077077077
129;14;0,263663663663664
128;15;0,266666666666667
128;16;0,275075075075075
129;15;0,266266266266266
129;15;0,266866866866867
129;15;0,281481481481481
128;15;0,281081081081081
129;16;0,284484484484484
130;15;0,275275275275275
128;15;0,257057057057057
129;15;0,274474474474474
129;15;0,256856856856857
129;16;0,26966966966967
128;15;0,276676676676677
128;16;0,255055055055055
128;15;0,274274274274274
129;14;0,253253253253253
129;15;0,264864864864865
129;16;0,257057057057057
131;14;0,262062062062062
160;20;0,257257257257257
179;15;0,259459459459459
134;14;0,265865865865866
128;15;0,262062062062062
129;15;0,271871871871872
130;14;0,248448448448448
128;16;0,257857857857858
227;15;0,257457457457457
131;14;0,253453453453453
128;14;0,243243243243243
301;38;0,249449449449449
315;35;0,252452452452452
220;14;0,251051051051051
128;15;0,255055055055055
129;15;0,25005005005005
129;16;0,252252252252252
129;15;0,252052052052052
128;14;0,241241241241241
129;15;0,238038038038038
129;14;0,258658658658659
128;14;0,244044044044044
134;15;0,246846846846847
129;14;0,245245245245245
129;14;0,244644644644645
188;14;0,233433433433433
128;15;0,248848848848849
129;14;0,233033033033033
129;14;0,24004004004004
133;14;0,233633633633634
133;15;0,240840840840841
129;14;0,237437437437437
183;14;0,238838838838839
128;14;0,231631631631632
129;14;0,233233233233233
129;15;0,234034034034034
130;14;0,225625625625626
129;14;0,23963963963964
191;15;0,233633633633634
128;14;0,246846846846847
129;15;0,240840840840841
129;13;0,238838838838839
128;15;0,234834834834835
128;14;0,236636636636637
135;16;0,232432432432432
128;15;0,222022022022022
129;15;0,215815815815816
129;14;0,231031031031031
129;14;0,226826826826827
130;14;0,22962962962963
169;14;0,233033033033033
128;13;0,217817817817818
129;14;0,234034034034034
128;14;0,221821821821822
128;14;0,22962962962963
176;14;0,235835835835836
133;15;0,220620620620621
128;13;0,23043043043043
128;15;0,215215215215215
129;13;0,222222222222222
128;14;0,210810810810811
128;14;0,223823823823824
130;14;0,224424424424424
130;15;0,22042042042042
134;13;0,226826826826827
129;14;0,218618618618619
132;15;0,215215215215215
128;14;0,217617617617618
128;14;0,218218218218218
129;17;0,221021021021021
128;14;0,212212212212212
128;14;0,21981981981982
128;14;0,218018018018018
245;35;0,217017017017017
